session_id,user_id,has_buy,has_cart,has_fav,raw_sequence,compressed_sequence,raw_length,compressed_length
1000732_012,1000732,False,True,False,pv→pv→cart→pv,pv→cart→pv,4,3
1000732_013,1000732,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv,pv,8,1
1000735_001,1000735,False,True,False,pv→cart→pv→pv→pv,pv→cart→pv,5,3
1000735_002,1000735,False,True,False,pv→pv→pv→pv→cart→cart,pv→cart,6,2
1000735_003,1000735,False,True,False,pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart,pv→cart→pv→cart→pv→cart,46,6
1000735_004,1000735,False,True,False,pv→cart,pv→cart,2,2
1000735_005,1000735,False,True,False,pv→cart→pv,pv→cart→pv,3,3
1000735_006,1000735,True,False,False,buy,buy,1,1
1000735_007,1000735,True,False,False,pv→pv→pv→buy,pv→buy,4,2
1000735_008,1000735,True,False,False,buy→pv,buy→pv,2,2
1000735_009,1000735,False,False,False,pv,pv,1,1
1000738_001,1000738,False,True,False,cart,cart,1,1
1000738_002,1000738,False,False,False,pv→pv,pv,2,1
1000738_003,1000738,False,True,False,pv→cart→pv→cart→pv→pv,pv→cart→pv→cart→pv,6,5
1000738_004,1000738,False,True,False,pv→pv→cart→pv→pv,pv→cart→pv,5,3
1000738_005,1000738,False,False,False,pv→pv→pv,pv,3,1
1000738_006,1000738,False,False,False,pv,pv,1,1
1000738_007,1000738,True,False,False,buy→pv→pv→pv→pv→pv→pv→pv,buy→pv,8,2
1000738_008,1000738,False,False,False,pv→pv,pv,2,1
1000738_009,1000738,False,False,False,pv,pv,1,1
1000738_010,1000738,False,False,False,pv,pv,1,1
1000738_011,1000738,False,True,False,pv→pv→pv→pv→pv→pv→cart,pv→cart,7,2
1000738_012,1000738,False,False,False,pv,pv,1,1
1000738_013,1000738,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000738_014,1000738,False,False,False,pv,pv,1,1
1000738_015,1000738,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→cart→pv→pv,pv→cart→pv→cart→pv,30,5
1000738_016,1000738,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,9,1
1000738_017,1000738,False,False,False,pv,pv,1,1
1000738_018,1000738,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000738_019,1000738,False,False,False,pv→pv→pv,pv,3,1
1000746_001,1000746,False,True,False,pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,20,3
1000746_002,1000746,False,True,False,cart→cart→pv→pv→pv→pv→cart→cart,cart→pv→cart,8,3
1000746_003,1000746,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→cart→pv→cart→pv→pv→pv→pv→pv,pv→cart→pv→cart→pv,18,5
1000746_004,1000746,False,False,False,pv→pv→pv→pv,pv,4,1
1000746_005,1000746,False,False,False,pv→pv→pv→pv,pv,4,1
1000746_006,1000746,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,24,3
1000746_007,1000746,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000746_008,1000746,False,False,False,pv,pv,1,1
1000746_009,1000746,False,False,False,pv→pv,pv,2,1
1000746_010,1000746,False,True,False,pv→cart→pv,pv→cart→pv,3,3
1000746_011,1000746,False,True,False,pv→pv→cart,pv→cart,3,2
1000746_012,1000746,False,False,False,pv,pv,1,1
1000746_013,1000746,False,False,True,fav→pv→pv→fav,fav→pv→fav,4,3
1000746_014,1000746,False,False,False,pv,pv,1,1
1000746_015,1000746,False,True,False,pv→cart→cart,pv→cart,3,2
1000746_016,1000746,False,False,True,pv→pv→pv→fav→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→fav→pv→pv→pv→pv→pv,pv→fav→pv→fav→pv,24,5
1000746_017,1000746,False,False,False,pv,pv,1,1
1000746_018,1000746,False,False,False,pv→pv,pv,2,1
1000746_019,1000746,False,True,False,cart→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart,cart→pv→cart→pv→cart,16,5
1000746_020,1000746,False,False,False,pv→pv→pv,pv,3,1
1000746_021,1000746,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000746_022,1000746,False,False,False,pv→pv,pv,2,1
1000746_023,1000746,False,True,False,cart,cart,1,1
1000746_024,1000746,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000746_025,1000746,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000746_026,1000746,False,False,False,pv→pv,pv,2,1
1000746_027,1000746,False,False,True,fav,fav,1,1
1000749_001,1000749,False,True,False,pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,16,3
1000749_002,1000749,False,False,False,pv→pv→pv,pv,3,1
1000749_003,1000749,False,False,False,pv→pv→pv,pv,3,1
1000749_004,1000749,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,9,1
1000749_005,1000749,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv,pv,8,1
1000749_006,1000749,True,False,False,buy→pv→pv→pv→pv→pv,buy→pv,6,2
1000749_007,1000749,False,False,False,pv→pv→pv→pv,pv,4,1
1000749_008,1000749,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000749_009,1000749,False,False,False,pv,pv,1,1
1000749_010,1000749,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv,pv,8,1
1000749_011,1000749,False,False,False,pv→pv,pv,2,1
1000749_012,1000749,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000749_013,1000749,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000749_014,1000749,False,True,False,pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv,pv→cart→pv→cart→pv,17,5
1000749_015,1000749,False,False,False,pv→pv,pv,2,1
1000749_016,1000749,False,True,False,cart→cart,cart,2,1
1000749_017,1000749,False,True,False,cart→cart→pv→cart→pv→pv→cart→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv,cart→pv→cart→pv→cart→pv→cart→pv,17,8
1000749_018,1000749,False,False,False,pv→pv,pv,2,1
1000749_019,1000749,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv,pv→cart→pv→cart→pv→cart→pv,25,7
1000749_020,1000749,False,True,False,pv→pv→cart→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→cart→pv,pv→cart→pv→cart→pv→cart→pv→cart→pv→cart→pv,38,11
1000749_021,1000749,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv,pv→cart→pv→cart→pv,21,5
1000749_022,1000749,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,14,1
1000749_023,1000749,False,True,False,cart→pv→pv→pv→pv,cart→pv,5,2
1000749_024,1000749,False,True,False,pv→pv→pv→pv→pv→pv→cart→pv→pv,pv→cart→pv,9,3
1000749_025,1000749,True,True,False,buy→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv,buy→pv→cart→pv,18,4
1000749_026,1000749,False,True,False,pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,29,3
1000749_027,1000749,False,False,False,pv→pv→pv,pv,3,1
1000749_028,1000749,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv,pv,8,1
1000751_001,1000751,False,False,False,pv→pv→pv,pv,3,1
1000751_002,1000751,False,False,False,pv,pv,1,1
1000751_003,1000751,False,False,False,pv,pv,1,1
1000751_004,1000751,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,9,1
1000751_005,1000751,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000751_006,1000751,False,False,True,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→fav→pv→pv→pv→pv→pv→pv→fav→pv→pv→pv→pv,pv→fav→pv→fav→pv,32,5
1000751_007,1000751,False,False,False,pv→pv→pv→pv,pv,4,1
1000751_008,1000751,False,False,False,pv→pv→pv,pv,3,1
1000751_009,1000751,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000751_010,1000751,False,False,False,pv,pv,1,1
1000751_011,1000751,True,False,False,pv→pv→buy→pv,pv→buy→pv,4,3
1000751_012,1000751,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000751_013,1000751,False,False,False,pv,pv,1,1
1000751_014,1000751,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000751_015,1000751,False,False,True,pv→pv→pv→pv→pv→fav→pv→pv→pv→pv→pv→fav→pv→pv,pv→fav→pv→fav→pv,14,5
1000751_016,1000751,False,False,False,pv→pv→pv→pv,pv,4,1
1000751_017,1000751,False,False,False,pv,pv,1,1
1000751_018,1000751,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000751_019,1000751,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv,pv,8,1
1000757_001,1000757,False,False,False,pv→pv,pv,2,1
1000757_002,1000757,False,True,False,cart→pv→pv→pv→pv→pv→pv→pv,cart→pv,8,2
1000757_003,1000757,False,True,False,pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→cart→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→cart→pv→pv,pv→cart→pv→cart→pv→cart→pv→cart→pv→cart→pv,32,11
1000757_004,1000757,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv,pv→cart→pv,19,3
1000757_005,1000757,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv,pv→cart→pv,12,3
1000757_006,1000757,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,12,1
1000757_007,1000757,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000757_008,1000757,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart,pv→cart,12,2
1000757_009,1000757,False,False,False,pv,pv,1,1
1000757_010,1000757,False,False,False,pv,pv,1,1
1000757_011,1000757,False,False,False,pv,pv,1,1
1000757_012,1000757,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,15,1
1000757_013,1000757,False,True,False,pv→pv→cart→cart→pv→pv→pv→pv→pv,pv→cart→pv,9,3
1000757_014,1000757,False,True,False,pv→pv→pv→pv→pv→pv→cart→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv→cart→pv,23,5
1000757_015,1000757,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,14,1
1000757_016,1000757,False,True,False,pv→pv→pv→pv→pv→cart→pv,pv→cart→pv,7,3
1000757_017,1000757,False,True,False,pv→pv→pv→pv→pv→cart→pv,pv→cart→pv,7,3
1000757_018,1000757,False,False,False,pv→pv→pv,pv,3,1
1000757_019,1000757,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,23,1
1000757_020,1000757,False,True,False,pv→pv→pv→cart→pv→pv,pv→cart→pv,6,3
1000757_021,1000757,False,False,False,pv→pv→pv→pv,pv,4,1
1000757_022,1000757,False,False,False,pv,pv,1,1
1000758_001,1000758,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000758_002,1000758,False,False,False,pv→pv→pv→pv,pv,4,1
1000758_003,1000758,False,False,False,pv→pv,pv,2,1
1000758_004,1000758,False,False,False,pv,pv,1,1
1000758_005,1000758,False,False,True,fav,fav,1,1
1000758_006,1000758,False,False,True,fav,fav,1,1
1000758_007,1000758,False,False,False,pv,pv,1,1
1000758_008,1000758,False,False,True,fav→pv→pv→pv,fav→pv,4,2
1000758_009,1000758,False,False,True,pv→fav,pv→fav,2,2
1000758_010,1000758,False,False,False,pv→pv,pv,2,1
1000758_011,1000758,False,False,True,pv→pv→pv→pv→fav→pv→pv→pv,pv→fav→pv,8,3
1000758_012,1000758,False,False,True,fav,fav,1,1
100075_001,100075,False,True,False,pv→pv→pv→pv→pv→pv→pv→cart,pv→cart,8,2
100075_002,100075,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
100075_003,100075,False,False,False,pv→pv→pv,pv,3,1
100075_004,100075,False,False,False,pv,pv,1,1
100075_005,100075,False,False,True,pv→fav→fav→fav,pv→fav,4,2
100075_006,100075,False,True,False,pv→cart,pv→cart,2,2
100075_007,100075,False,False,True,pv→pv→pv→pv→pv→pv→fav→pv,pv→fav→pv,8,3
100075_008,100075,False,False,False,pv→pv→pv→pv,pv,4,1
100075_009,100075,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,21,1
100075_010,100075,False,False,False,pv→pv→pv,pv,3,1
100075_011,100075,False,False,False,pv,pv,1,1
100075_012,100075,False,False,False,pv,pv,1,1
100075_013,100075,False,False,False,pv,pv,1,1
100075_014,100075,False,False,False,pv→pv,pv,2,1
100075_015,100075,False,True,False,pv→pv→pv→pv→cart,pv→cart,5,2
100075_016,100075,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
100075_017,100075,False,False,False,pv,pv,1,1
100075_018,100075,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
100075_019,100075,False,True,False,pv→pv→pv→cart→pv,pv→cart→pv,5,3
100075_020,100075,False,False,False,pv,pv,1,1
100075_021,100075,False,False,True,fav→fav→fav→fav,fav,4,1
100075_022,100075,False,False,False,pv,pv,1,1
100075_023,100075,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
100075_024,100075,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,11,1
100075_025,100075,False,False,False,pv,pv,1,1
100075_026,100075,False,False,True,fav,fav,1,1
100075_027,100075,True,False,False,buy,buy,1,1
100075_028,100075,False,False,False,pv→pv→pv→pv,pv,4,1
100075_029,100075,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
100075_030,100075,True,False,False,buy→pv,buy→pv,2,2
100075_031,100075,False,False,False,pv→pv,pv,2,1
100075_032,100075,False,False,False,pv→pv,pv,2,1
100075_033,100075,False,False,True,fav,fav,1,1
100075_034,100075,False,False,False,pv→pv→pv,pv,3,1
100075_035,100075,False,False,False,pv,pv,1,1
100075_036,100075,False,False,False,pv→pv,pv,2,1
100075_037,100075,False,False,False,pv→pv,pv,2,1
100075_038,100075,False,False,False,pv→pv→pv,pv,3,1
100075_039,100075,False,False,True,fav→fav→fav→fav→fav,fav,5,1
100075_040,100075,False,True,False,cart→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→cart→pv,cart→pv→cart→pv→cart→pv,13,6
100075_041,100075,False,False,False,pv,pv,1,1
100075_042,100075,False,False,False,pv,pv,1,1
100075_043,100075,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
100075_044,100075,False,False,False,pv→pv,pv,2,1
100075_045,100075,False,True,False,cart→cart→cart,cart,3,1
100075_046,100075,False,False,False,pv→pv,pv,2,1
100075_047,100075,False,False,False,pv→pv→pv→pv→pv,pv,5,1
100075_048,100075,False,False,False,pv→pv,pv,2,1
100075_049,100075,False,False,False,pv,pv,1,1
100075_050,100075,False,False,True,fav→fav→fav→pv→fav→fav→fav,fav→pv→fav,7,3
100075_051,100075,False,False,False,pv→pv→pv→pv,pv,4,1
100075_052,100075,False,False,False,pv,pv,1,1
1000760_001,1000760,False,False,True,pv→pv→fav→fav,pv→fav,4,2
1000760_002,1000760,False,False,True,fav→fav→pv,fav→pv,3,2
1000760_003,1000760,False,False,False,pv,pv,1,1
1000760_004,1000760,False,False,True,pv→fav→pv→pv→pv→pv→pv→pv→pv→pv→pv→fav→pv→pv→pv→pv→pv→fav→pv→fav→pv,pv→fav→pv→fav→pv→fav→pv→fav→pv,21,9
1000760_005,1000760,False,False,False,pv→pv,pv,2,1
1000771_001,1000771,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→cart→cart→pv→pv,pv→cart→pv→cart→pv,28,5
1000771_002,1000771,False,True,False,pv→pv→pv→pv→pv→pv→pv→cart→cart→pv→cart→pv→cart→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv,pv→cart→pv→cart→pv→cart→pv→cart→pv→cart→pv,37,11
1000771_003,1000771,False,False,False,pv→pv,pv,2,1
1000771_004,1000771,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→cart,pv→cart→pv→cart,13,4
1000771_005,1000771,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000771_006,1000771,False,False,False,pv→pv→pv,pv,3,1
1000771_007,1000771,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv,pv→cart→pv,27,3
1000771_008,1000771,False,False,False,pv,pv,1,1
1000771_009,1000771,False,False,False,pv→pv→pv→pv,pv,4,1
1000771_010,1000771,False,False,False,pv→pv→pv→pv,pv,4,1
1000771_011,1000771,False,False,False,pv,pv,1,1
1000771_012,1000771,False,False,False,pv,pv,1,1
1000772_001,1000772,False,True,False,cart,cart,1,1
1000772_002,1000772,False,False,False,pv,pv,1,1
1000772_003,1000772,False,False,False,pv→pv,pv,2,1
1000772_004,1000772,True,False,False,buy,buy,1,1
1000775_001,1000775,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000775_002,1000775,False,False,True,fav→pv→pv→pv,fav→pv,4,2
1000775_003,1000775,False,False,True,pv→pv→pv→pv→fav→fav,pv→fav,6,2
1000775_004,1000775,False,False,False,pv→pv,pv,2,1
1000775_005,1000775,False,False,False,pv→pv→pv→pv,pv,4,1
1000775_006,1000775,False,True,False,pv→pv→pv→pv→pv→pv→cart,pv→cart,7,2
1000775_007,1000775,False,False,False,pv→pv,pv,2,1
1000775_008,1000775,False,False,False,pv,pv,1,1
1000775_009,1000775,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000775_010,1000775,False,False,False,pv,pv,1,1
1000775_011,1000775,False,False,False,pv,pv,1,1
1000775_012,1000775,False,False,False,pv→pv→pv,pv,3,1
1000775_013,1000775,False,False,True,pv→fav→pv→pv→pv,pv→fav→pv,5,3
1000775_014,1000775,False,False,False,pv,pv,1,1
1000775_015,1000775,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000775_016,1000775,False,False,True,fav→pv,fav→pv,2,2
1000775_017,1000775,False,True,False,cart,cart,1,1
1000775_018,1000775,False,False,False,pv→pv→pv→pv,pv,4,1
1000775_019,1000775,False,False,True,fav→pv→pv→pv,fav→pv,4,2
1000775_020,1000775,False,False,False,pv,pv,1,1
1000789_001,1000789,False,False,False,pv→pv→pv,pv,3,1
1000789_002,1000789,False,False,False,pv,pv,1,1
1000789_003,1000789,False,False,False,pv→pv,pv,2,1
1000792_001,1000792,False,False,False,pv→pv,pv,2,1
1000792_002,1000792,False,True,False,cart→cart→cart,cart,3,1
1000792_003,1000792,False,False,False,pv→pv,pv,2,1
1000792_004,1000792,False,False,False,pv→pv,pv,2,1
1000792_005,1000792,True,False,False,buy,buy,1,1
1000792_006,1000792,False,False,False,pv,pv,1,1
1000792_007,1000792,True,True,False,pv→pv→pv→pv→cart→pv→pv→buy→buy,pv→cart→pv→buy,9,4
1000792_008,1000792,False,False,False,pv→pv→pv→pv,pv,4,1
1000792_009,1000792,False,True,False,pv→pv→pv→pv→cart→pv→pv→pv→pv→cart→pv→pv→cart→pv,pv→cart→pv→cart→pv→cart→pv,14,7
1000792_010,1000792,False,True,False,pv→pv→pv→pv→cart,pv→cart,5,2
1000792_011,1000792,False,True,False,cart,cart,1,1
1000792_012,1000792,True,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→buy,pv→buy,16,2
1000792_013,1000792,False,False,False,pv→pv→pv,pv,3,1
1000792_014,1000792,False,False,False,pv,pv,1,1
1000792_015,1000792,False,False,False,pv→pv,pv,2,1
1000792_016,1000792,True,False,False,buy,buy,1,1
1000792_017,1000792,False,False,False,pv→pv→pv,pv,3,1
1000792_018,1000792,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,25,3
1000792_019,1000792,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart,pv→cart,11,2
1000792_020,1000792,False,False,False,pv,pv,1,1
1000792_021,1000792,False,False,False,pv→pv→pv→pv,pv,4,1
1000801_001,1000801,False,False,False,pv,pv,1,1
1000801_002,1000801,False,False,False,pv→pv,pv,2,1
1000801_003,1000801,False,False,False,pv,pv,1,1
1000801_004,1000801,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,9,1
1000801_005,1000801,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000801_006,1000801,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000801_007,1000801,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→cart,pv→cart,10,2
1000801_008,1000801,False,False,False,pv,pv,1,1
1000801_009,1000801,False,False,False,pv,pv,1,1
1000801_010,1000801,False,True,False,cart→pv→pv,cart→pv,3,2
1000801_011,1000801,False,False,False,pv,pv,1,1
1000801_012,1000801,False,False,False,pv,pv,1,1
1000801_013,1000801,False,False,False,pv,pv,1,1
1000801_014,1000801,False,False,False,pv→pv→pv,pv,3,1
1000801_015,1000801,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,12,1
1000801_016,1000801,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000801_017,1000801,False,False,False,pv→pv→pv→pv,pv,4,1
1000803_001,1000803,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000803_002,1000803,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,12,1
1000803_003,1000803,True,False,False,pv→buy→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→buy→pv,19,3
1000803_004,1000803,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,31,1
1000803_005,1000803,False,False,False,pv→pv→pv,pv,3,1
1000803_006,1000803,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000803_007,1000803,False,False,False,pv→pv→pv→pv,pv,4,1
1000803_008,1000803,False,False,True,pv→pv→pv→pv→pv→pv→fav→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→fav→pv,18,3
1000807_001,1000807,False,False,False,pv,pv,1,1
1000807_002,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,9,1
1000807_003,1000807,False,False,False,pv,pv,1,1
1000807_004,1000807,False,True,False,pv→cart→pv,pv→cart→pv,3,3
1000807_005,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,9,1
1000807_006,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,9,1
1000807_007,1000807,False,False,False,pv,pv,1,1
1000807_008,1000807,False,True,False,cart→cart,cart,2,1
1000807_009,1000807,False,True,False,pv→pv→cart→pv,pv→cart→pv,4,3
1000807_010,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000807_011,1000807,False,False,False,pv,pv,1,1
1000807_012,1000807,False,True,False,pv→pv→pv→pv→pv→cart,pv→cart,6,2
1000807_013,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,9,1
1000807_014,1000807,True,False,False,buy,buy,1,1
1000807_015,1000807,False,False,True,pv→fav→pv,pv→fav→pv,3,3
1000807_016,1000807,True,False,False,pv→pv→pv→pv→pv→pv→pv→buy→buy,pv→buy,9,2
1000807_017,1000807,False,True,False,cart→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv,cart→pv→cart→pv,11,4
1000807_018,1000807,True,False,False,pv→pv→buy,pv→buy,3,2
1000807_019,1000807,False,False,False,pv,pv,1,1
1000807_020,1000807,False,True,False,cart,cart,1,1
1000807_021,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000807_022,1000807,False,False,False,pv,pv,1,1
1000807_023,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000807_024,1000807,False,True,False,pv→pv→cart→pv→pv→pv,pv→cart→pv,6,3
1000807_025,1000807,False,False,False,pv,pv,1,1
1000807_026,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,13,1
1000807_027,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,11,1
1000807_028,1000807,False,False,False,pv,pv,1,1
1000807_029,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,12,1
1000807_030,1000807,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000807_031,1000807,True,False,False,buy,buy,1,1
1000807_032,1000807,False,False,False,pv,pv,1,1
1000810_001,1000810,False,False,False,pv→pv→pv,pv,3,1
1000810_002,1000810,False,False,False,pv,pv,1,1
1000810_003,1000810,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000810_004,1000810,False,False,False,pv,pv,1,1
1000810_005,1000810,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,14,1
1000810_006,1000810,True,False,False,pv→buy,pv→buy,2,2
1000810_007,1000810,False,False,False,pv,pv,1,1
1000810_008,1000810,False,True,False,pv→pv→cart→pv→pv→pv→pv→pv→pv→cart,pv→cart→pv→cart,10,4
1000810_009,1000810,False,False,False,pv,pv,1,1
1000811_001,1000811,False,True,True,pv→pv→fav→pv→pv→cart→pv→pv,pv→fav→pv→cart→pv,8,5
1000811_002,1000811,False,False,True,pv→pv→fav→pv→pv→pv→pv→fav→pv→pv,pv→fav→pv→fav→pv,10,5
